ticket_id,customer_id,department,issue_type,priority,agent,channel,created_at,sla_due_at,closed_at,status,resolution_hours,previous_contacts,customer_message,customer_rating
TKT-01473,CUST-1763,Shipping,Bug Report,High,Priya,Web Form,2025-12-24,2025-12-25 00:00:00,,Open,,0,I am tired of waiting for a response.,2
TKT-01474,CUST-1237,Billing,Bug Report,High,Priya,Web Form,2025-09-06,2025-09-07 00:00:00,2025-09-07 12:00:00,Closed,36.0,2,I need help with my account.,4
TKT-01475,CUST-1402,Billing,Late Delivery,High,Noah,Phone,2025-01-09,2025-01-10 00:00:00,2025-01-10 15:00:00,Closed,39.0,0,I am having an issue and need assistance.,3
TKT-01476,CUST-1011,Technical Support,Refund Delay,Medium,Liam,Web Form,2025-01-05,2025-01-07 00:00:00,2025-01-08 01:00:00,Closed,73.0,1,I need help with my account.,3
TKT-01477,CUST-1582,Technical Support,Refund Delay,Medium,Mia,Email,2025-05-02,2025-05-04 00:00:00,2025-05-04 09:00:00,Closed,57.0,0,Please help me understand what happened.,4
TKT-01478,CUST-1677,Account Management,Bug Report,Low,Noah,Chat,2025-07-20,2025-07-23 00:00:00,2025-07-21 14:00:00,Closed,38.0,3,Please help me understand what happened.,4
TKT-01479,CUST-1570,Shipping,Subscription Cancellation,High,Mia,Email,2025-06-13,2025-06-14 00:00:00,2025-06-14 18:00:00,Closed,42.0,4,I need help with my account.,3
TKT-01480,CUST-1152,Billing,Login Issue,High,Sarah,Phone,2025-11-19,2025-11-20 00:00:00,,Open,,0,Can you check the status of my request?,4
TKT-01481,CUST-1031,Billing,Product Question,Medium,Ava,Phone,2025-12-25,2025-12-27 00:00:00,2025-12-28 01:00:00,Closed,73.0,0,Thank you for the update.,5
TKT-01482,CUST-1977,Account Management,Refund Delay,Medium,Mia,Web Form,2025-07-27,2025-07-29 00:00:00,2025-07-29 09:00:00,Escalated,57.0,0,I need help with my account.,4
TKT-01483,CUST-1309,Technical Support,Refund Delay,Low,Liam,Email,2025-08-05,2025-08-08 00:00:00,2025-08-09 03:00:00,Closed,99.0,1,Can you check the status of my request?,4
TKT-01484,CUST-1326,Billing,Account Verification,Low,David,Phone,2025-08-15,2025-08-18 00:00:00,2025-08-19 19:00:00,Closed,115.0,1,Please help me understand what happened.,3
TKT-01485,CUST-1902,Account Management,Login Issue,Medium,Noah,Web Form,2025-08-11,2025-08-13 00:00:00,2025-08-13 11:00:00,Closed,59.0,0,The support team has been helpful so far.,4
TKT-01486,CUST-1820,Shipping,Product Question,Medium,Ethan,Web Form,2025-10-08,2025-10-10 00:00:00,2025-10-10 07:00:00,Closed,55.0,0,Please help me understand what happened.,4
TKT-01487,CUST-1723,Billing,Subscription Cancellation,Low,Ava,Email,2025-10-16,2025-10-19 00:00:00,2025-10-18 04:00:00,Closed,52.0,0,This is very frustrating and I need this fixed immediately.,3
TKT-01488,CUST-1835,Product Support,Product Question,Low,Mia,Chat,2025-10-17,2025-10-20 00:00:00,2025-10-19 15:00:00,Closed,63.0,1,The support team has been helpful so far.,4
TKT-01489,CUST-1139,Account Management,Product Question,Medium,Mia,Phone,2025-03-26,2025-03-28 00:00:00,2025-03-28 20:00:00,Closed,68.0,1,Can you check the status of my request?,3
TKT-01490,CUST-1984,Technical Support,Late Delivery,Low,Noah,Phone,2025-12-19,2025-12-22 00:00:00,,Open,,0,Can you check the status of my request?,3
TKT-01491,CUST-1918,Shipping,Product Question,Medium,Mia,Email,2025-12-11,2025-12-13 00:00:00,,Open,,0,I am having an issue and need assistance.,3
TKT-01492,CUST-1218,Account Management,Refund Delay,High,Ethan,Phone,2025-08-12,2025-08-13 00:00:00,2025-08-13 03:00:00,Closed,27.0,2,I am having an issue and need assistance.,3
TKT-01493,CUST-1983,Technical Support,Late Delivery,High,Sarah,Chat,2025-03-07,2025-03-08 00:00:00,2025-03-08 19:00:00,Closed,43.0,0,I want to cancel if this is not resolved today.,3
TKT-01494,CUST-1638,Billing,Payment Failure,Medium,Priya,Web Form,2025-01-15,2025-01-17 00:00:00,2025-01-15 13:00:00,Closed,13.0,2,I am having an issue and need assistance.,3
TKT-01495,CUST-1800,Product Support,Subscription Cancellation,Low,Priya,Email,2025-01-20,2025-01-23 00:00:00,2025-01-23 00:00:00,Closed,72.0,1,The issue was handled well.,5
TKT-01496,CUST-1824,Shipping,Late Delivery,Medium,Sarah,Chat,2025-07-10,2025-07-12 00:00:00,,Open,,0,The issue was handled well.,4
TKT-01497,CUST-1601,Product Support,Bug Report,Medium,Sarah,Phone,2025-07-30,2025-08-01 00:00:00,2025-08-01 12:00:00,Closed,60.0,1,I need help with my account.,3
TKT-01498,CUST-1887,Product Support,Product Question,High,Priya,Email,2025-05-12,2025-05-13 00:00:00,2025-05-13 07:00:00,Closed,31.0,1,I am having an issue and need assistance.,3
TKT-01499,CUST-1676,Shipping,Account Verification,Low,Sarah,Web Form,2025-06-01,2025-06-04 00:00:00,2025-06-03 17:00:00,Closed,65.0,0,The support team has been helpful so far.,4
TKT-01500,CUST-1931,Billing,Bug Report,Medium,David,Chat,2025-05-09,2025-05-11 00:00:00,2025-05-10 15:00:00,Closed,39.0,1,This is very frustrating and I need this fixed immediately.,1
TKT-01501,CUST-1930,Technical Support,Subscription Cancellation,Critical,Priya,Chat,2025-11-23,2025-11-23 08:00:00,2025-11-25 03:00:00,Closed,51.0,0,I would like an update on my ticket.,3
TKT-01502,CUST-1657,Technical Support,Account Verification,Medium,Ethan,Email,2025-06-18,2025-06-20 00:00:00,2025-06-21 02:00:00,Closed,74.0,0,I am tired of waiting for a response.,3
TKT-01503,CUST-1554,Shipping,Payment Failure,Medium,Priya,Web Form,2025-01-13,2025-01-15 00:00:00,2025-01-16 01:00:00,Closed,73.0,1,This is very frustrating and I need this fixed immediately.,3
TKT-01504,CUST-1101,Technical Support,Refund Delay,High,Ethan,Chat,2025-04-14,2025-04-15 00:00:00,,Open,,0,Can you check the status of my request?,3
TKT-01505,CUST-1909,Account Management,Bug Report,Medium,David,Web Form,2025-12-17,2025-12-19 00:00:00,2025-12-20 11:00:00,Closed,83.0,1,I am having an issue and need assistance.,4
TKT-01506,CUST-1298,Account Management,Bug Report,Low,Mia,Phone,2025-08-29,2025-09-01 00:00:00,2025-09-01 04:00:00,Closed,76.0,0,Please help me understand what happened.,3
TKT-01507,CUST-1483,Billing,Bug Report,Low,Sarah,Phone,2025-05-11,2025-05-14 00:00:00,,Open,,0,I want to cancel if this is not resolved today.,3
TKT-01508,CUST-1065,Shipping,Refund Delay,Low,Liam,Chat,2025-09-28,2025-10-01 00:00:00,,Open,,2,I have contacted support multiple times and nobody has helped me.,3
TKT-01509,CUST-1553,Account Management,Refund Delay,Critical,Sarah,Chat,2025-01-24,2025-01-24 08:00:00,2025-01-25 15:00:00,Closed,39.0,0,I appreciate the quick response.,4
TKT-01510,CUST-1138,Product Support,Account Verification,Low,Priya,Email,2025-04-19,2025-04-22 00:00:00,2025-04-22 02:00:00,Closed,74.0,1,I would like an update on my ticket.,4
TKT-01511,CUST-1771,Shipping,Bug Report,Critical,Priya,Email,2025-04-18,2025-04-18 08:00:00,2025-04-19 19:00:00,Closed,43.0,0,The support team has been helpful so far.,5
TKT-01512,CUST-1143,Account Management,Product Question,Medium,Ava,Phone,2025-09-13,2025-09-15 00:00:00,,Open,,1,I would like an update on my ticket.,3
TKT-01513,CUST-1479,Account Management,Refund Delay,Low,Priya,Phone,2025-03-17,2025-03-20 00:00:00,2025-03-18 17:00:00,Closed,41.0,2,I am having an issue and need assistance.,3
TKT-01514,CUST-1068,Technical Support,Subscription Cancellation,Low,Liam,Email,2025-10-16,2025-10-19 00:00:00,2025-10-19 17:00:00,Closed,89.0,0,I need help with my account.,4
TKT-01515,CUST-1108,Product Support,Payment Failure,High,Mia,Chat,2025-01-02,2025-01-03 00:00:00,,Open,,0,Please help me understand what happened.,4
TKT-01516,CUST-1299,Product Support,Payment Failure,Low,Liam,Chat,2025-08-08,2025-08-11 00:00:00,2025-08-08 15:00:00,Closed,15.0,2,The issue was handled well.,5
TKT-01517,CUST-1094,Product Support,Account Verification,Low,Ethan,Chat,2025-12-25,2025-12-28 00:00:00,2025-12-26 22:00:00,Closed,46.0,1,I need help with my account.,4
TKT-01518,CUST-1950,Product Support,Login Issue,Medium,Mia,Phone,2025-03-17,2025-03-19 00:00:00,2025-03-19 06:00:00,Closed,54.0,0,I need help with my account.,4
TKT-01519,CUST-1036,Technical Support,Account Verification,Low,Mia,Chat,2025-12-01,2025-12-04 00:00:00,2025-12-05 06:00:00,Escalated,102.0,3,I would like an update on my ticket.,3
TKT-01520,CUST-1508,Account Management,Bug Report,High,Ethan,Email,2025-12-10,2025-12-11 00:00:00,2025-12-13 05:00:00,Closed,77.0,2,The issue was handled well.,5
TKT-01521,CUST-1378,Shipping,Bug Report,Low,Noah,Email,2025-08-20,2025-08-23 00:00:00,2025-08-22 09:00:00,Closed,57.0,0,I would like an update on my ticket.,4
TKT-01522,CUST-1081,Product Support,Payment Failure,Low,Liam,Phone,2025-10-09,2025-10-12 00:00:00,2025-10-12 05:00:00,Closed,77.0,3,This issue is affecting my work and I am unhappy.,2
TKT-01523,CUST-1867,Technical Support,Account Verification,Medium,Noah,Chat,2025-02-28,2025-03-02 00:00:00,2025-03-02 00:00:00,Closed,48.0,2,Thank you for the update.,5
TKT-01524,CUST-1396,Billing,Late Delivery,High,Ava,Web Form,2025-01-04,2025-01-05 00:00:00,2025-01-06 08:00:00,Closed,56.0,1,Can you check the status of my request?,3
TKT-01525,CUST-1997,Product Support,Account Verification,Low,Sarah,Phone,2025-11-08,2025-11-11 00:00:00,2025-11-11 07:00:00,Closed,79.0,0,Please help me understand what happened.,3
TKT-01526,CUST-1337,Technical Support,Bug Report,Medium,Ethan,Email,2025-09-07,2025-09-09 00:00:00,,Open,,1,I have contacted support multiple times and nobody has helped me.,2
TKT-01527,CUST-1280,Shipping,Refund Delay,Medium,David,Web Form,2025-12-13,2025-12-15 00:00:00,2025-12-16 05:00:00,Closed,77.0,1,This is very frustrating and I need this fixed immediately.,3
TKT-01528,CUST-1958,Shipping,Subscription Cancellation,Low,David,Chat,2025-02-23,2025-02-26 00:00:00,,Open,,4,I need help with my account.,3
TKT-01529,CUST-1632,Technical Support,Bug Report,High,Liam,Web Form,2025-10-02,2025-10-03 00:00:00,2025-10-05 07:00:00,Closed,79.0,2,Please help me understand what happened.,4
TKT-01530,CUST-1936,Account Management,Refund Delay,High,Mia,Chat,2025-11-24,2025-11-25 00:00:00,2025-11-26 02:00:00,Closed,50.0,0,I am having an issue and need assistance.,3
TKT-01531,CUST-1363,Technical Support,Payment Failure,High,Sarah,Phone,2025-01-12,2025-01-13 00:00:00,2025-01-13 16:00:00,Closed,40.0,0,Can you check the status of my request?,3
TKT-01532,CUST-1578,Product Support,Product Question,Medium,Mia,Chat,2025-12-06,2025-12-08 00:00:00,2025-12-07 13:00:00,Closed,37.0,1,I have contacted support multiple times and nobody has helped me.,1
TKT-01533,CUST-1597,Billing,Bug Report,Medium,Priya,Chat,2025-04-27,2025-04-29 00:00:00,2025-04-29 17:00:00,Closed,65.0,0,I want to cancel if this is not resolved today.,1
TKT-01534,CUST-1647,Account Management,Payment Failure,Low,Ethan,Chat,2025-06-03,2025-06-06 00:00:00,2025-06-05 01:00:00,Closed,49.0,0,I am tired of waiting for a response.,3
TKT-01535,CUST-1525,Product Support,Bug Report,Medium,Noah,Web Form,2025-05-18,2025-05-20 00:00:00,2025-05-19 20:00:00,Closed,44.0,0,The support team has been helpful so far.,4
TKT-01536,CUST-1208,Billing,Payment Failure,Medium,Noah,Phone,2025-02-20,2025-02-22 00:00:00,2025-02-22 17:00:00,Closed,65.0,3,I am tired of waiting for a response.,3
TKT-01537,CUST-1984,Account Management,Product Question,Medium,Mia,Chat,2025-10-02,2025-10-04 00:00:00,2025-10-03 20:00:00,Escalated,44.0,2,The support team has been helpful so far.,5
TKT-01538,CUST-1445,Shipping,Refund Delay,Medium,Sarah,Chat,2025-03-01,2025-03-03 00:00:00,2025-03-03 06:00:00,Closed,54.0,1,Please help me understand what happened.,4
TKT-01539,CUST-1074,Billing,Refund Delay,Low,David,Web Form,2025-05-04,2025-05-07 00:00:00,2025-05-06 19:00:00,Closed,67.0,1,I would like an update on my ticket.,3
TKT-01540,CUST-1123,Technical Support,Product Question,Critical,Liam,Web Form,2025-09-07,2025-09-07 08:00:00,2025-09-09 02:00:00,Closed,50.0,0,I am having an issue and need assistance.,4
TKT-01541,CUST-1889,Shipping,Subscription Cancellation,Low,Mia,Chat,2025-05-06,2025-05-09 00:00:00,,Open,,3,I am having an issue and need assistance.,3
TKT-01542,CUST-1648,Account Management,Refund Delay,Low,Sarah,Chat,2025-09-08,2025-09-11 00:00:00,2025-09-10 06:00:00,Closed,54.0,2,This issue is affecting my work and I am unhappy.,3
TKT-01543,CUST-1002,Shipping,Bug Report,Medium,Mia,Chat,2025-09-06,2025-09-08 00:00:00,2025-09-09 17:00:00,Closed,89.0,1,Thank you for the update.,5
TKT-01544,CUST-1773,Technical Support,Bug Report,Medium,Liam,Phone,2025-05-28,2025-05-30 00:00:00,2025-06-01 03:00:00,Closed,99.0,1,I am having an issue and need assistance.,4
TKT-01545,CUST-1538,Technical Support,Account Verification,Low,David,Phone,2025-07-13,2025-07-16 00:00:00,,Open,,0,I appreciate the quick response.,5
TKT-01546,CUST-1097,Product Support,Product Question,Medium,David,Chat,2025-02-02,2025-02-04 00:00:00,2025-02-02 09:00:00,Closed,9.0,0,Please help me understand what happened.,4
TKT-01547,CUST-1234,Product Support,Account Verification,Low,David,Email,2025-01-31,2025-02-03 00:00:00,2025-02-01 10:00:00,Closed,34.0,1,I need help with my account.,4
TKT-01548,CUST-1433,Account Management,Product Question,Medium,Mia,Email,2025-01-08,2025-01-10 00:00:00,2025-01-11 06:00:00,Closed,78.0,1,I would like an update on my ticket.,4
TKT-01549,CUST-1964,Shipping,Late Delivery,Medium,Ethan,Email,2025-07-28,2025-07-30 00:00:00,,Open,,1,I need help with my account.,4
TKT-01550,CUST-1931,Shipping,Late Delivery,High,Liam,Email,2025-07-26,2025-07-27 00:00:00,2025-07-26 15:00:00,Closed,15.0,4,I am having an issue and need assistance.,4
TKT-01551,CUST-1756,Billing,Bug Report,High,Mia,Chat,2025-05-28,2025-05-29 00:00:00,2025-05-29 22:00:00,Closed,46.0,0,I am having an issue and need assistance.,4
TKT-01552,CUST-1889,Product Support,Late Delivery,Low,Sarah,Web Form,2025-05-08,2025-05-11 00:00:00,2025-05-09 14:00:00,Closed,38.0,0,I appreciate the quick response.,4
TKT-01553,CUST-1116,Product Support,Late Delivery,Low,Mia,Email,2025-07-10,2025-07-13 00:00:00,2025-07-12 12:00:00,Closed,60.0,1,I need help with my account.,3
TKT-01554,CUST-1249,Technical Support,Subscription Cancellation,Medium,Liam,Chat,2025-10-22,2025-10-24 00:00:00,2025-10-23 23:00:00,Closed,47.0,0,This is very frustrating and I need this fixed immediately.,1
TKT-01555,CUST-1438,Product Support,Subscription Cancellation,Medium,Sarah,Phone,2025-06-20,2025-06-22 00:00:00,2025-06-21 11:00:00,Closed,35.0,0,I want to cancel if this is not resolved today.,2
TKT-01556,CUST-1926,Billing,Late Delivery,Medium,Sarah,Web Form,2025-04-09,2025-04-11 00:00:00,2025-04-11 04:00:00,Escalated,52.0,0,This issue is affecting my work and I am unhappy.,3
TKT-01557,CUST-1833,Technical Support,Subscription Cancellation,Medium,David,Chat,2025-11-15,2025-11-17 00:00:00,2025-11-16 19:00:00,Closed,43.0,0,Please help me understand what happened.,4
TKT-01558,CUST-1255,Shipping,Login Issue,Medium,Sarah,Chat,2025-07-09,2025-07-11 00:00:00,2025-07-12 01:00:00,Closed,73.0,0,I am having an issue and need assistance.,3
TKT-01559,CUST-1780,Account Management,Bug Report,Low,Ethan,Phone,2025-07-21,2025-07-24 00:00:00,2025-07-24 13:00:00,Closed,85.0,1,Please help me understand what happened.,3
TKT-01560,CUST-1973,Product Support,Bug Report,High,Mia,Phone,2025-04-14,2025-04-15 00:00:00,2025-04-16 10:00:00,Closed,58.0,1,The issue was handled well.,5
TKT-01561,CUST-1303,Technical Support,Account Verification,Medium,Liam,Phone,2025-07-30,2025-08-01 00:00:00,2025-08-02 15:00:00,Closed,87.0,2,I would like an update on my ticket.,3
TKT-01562,CUST-1711,Product Support,Product Question,Medium,Liam,Email,2025-08-01,2025-08-03 00:00:00,2025-08-03 05:00:00,Closed,53.0,1,Thank you for the update.,4
TKT-01563,CUST-1280,Account Management,Login Issue,Low,Ava,Web Form,2025-04-17,2025-04-20 00:00:00,2025-04-20 00:00:00,Closed,72.0,0,I have contacted support multiple times and nobody has helped me.,1
TKT-01564,CUST-1801,Product Support,Payment Failure,High,Ava,Chat,2025-07-17,2025-07-18 00:00:00,2025-07-17 11:00:00,Escalated,11.0,5,Can you check the status of my request?,4
TKT-01565,CUST-1111,Account Management,Payment Failure,Low,Priya,Chat,2025-10-24,2025-10-27 00:00:00,2025-10-25 09:00:00,Closed,33.0,0,This is very frustrating and I need this fixed immediately.,3
TKT-01566,CUST-1580,Account Management,Late Delivery,High,Priya,Email,2025-04-21,2025-04-22 00:00:00,2025-04-22 12:00:00,Escalated,36.0,0,Please help me understand what happened.,4
TKT-01567,CUST-1173,Account Management,Login Issue,Medium,Ethan,Email,2025-07-30,2025-08-01 00:00:00,2025-07-31 12:00:00,Closed,36.0,0,The issue was handled well.,4
TKT-01568,CUST-1672,Shipping,Refund Delay,Low,Liam,Phone,2025-10-27,2025-10-30 00:00:00,2025-10-28 07:00:00,Closed,31.0,0,Please help me understand what happened.,4
TKT-01569,CUST-1221,Technical Support,Subscription Cancellation,Medium,Noah,Phone,2025-01-24,2025-01-26 00:00:00,,Open,,4,This issue is affecting my work and I am unhappy.,3
TKT-01570,CUST-1154,Billing,Login Issue,Critical,Noah,Email,2025-07-25,2025-07-25 08:00:00,2025-07-25 11:00:00,Closed,11.0,0,This is very frustrating and I need this fixed immediately.,1
TKT-01571,CUST-1513,Product Support,Payment Failure,High,Noah,Web Form,2025-10-06,2025-10-07 00:00:00,2025-10-08 12:00:00,Closed,60.0,0,This is very frustrating and I need this fixed immediately.,2
TKT-01572,CUST-1857,Shipping,Subscription Cancellation,Medium,Mia,Email,2025-04-18,2025-04-20 00:00:00,2025-04-19 09:00:00,Closed,33.0,1,I have contacted support multiple times and nobody has helped me.,2
TKT-01573,CUST-1698,Product Support,Login Issue,Low,Sarah,Email,2025-02-10,2025-02-13 00:00:00,,Open,,0,I have contacted support multiple times and nobody has helped me.,3
TKT-01574,CUST-1139,Shipping,Refund Delay,Critical,Priya,Web Form,2025-12-09,2025-12-09 08:00:00,2025-12-10 00:00:00,Closed,24.0,0,I am having an issue and need assistance.,4
TKT-01575,CUST-1038,Account Management,Login Issue,High,Liam,Web Form,2025-09-01,2025-09-02 00:00:00,2025-09-02 11:00:00,Closed,35.0,0,Can you check the status of my request?,3
TKT-01576,CUST-1727,Account Management,Subscription Cancellation,Medium,Noah,Web Form,2025-03-04,2025-03-06 00:00:00,2025-03-05 20:00:00,Closed,44.0,0,I need help with my account.,3
TKT-01577,CUST-1330,Technical Support,Login Issue,High,Liam,Phone,2025-01-27,2025-01-28 00:00:00,2025-01-29 14:00:00,Closed,62.0,1,I am tired of waiting for a response.,1
TKT-01578,CUST-1436,Technical Support,Product Question,High,Noah,Email,2025-03-13,2025-03-14 00:00:00,2025-03-15 05:00:00,Closed,53.0,1,I would like an update on my ticket.,4
TKT-01579,CUST-1374,Account Management,Subscription Cancellation,Medium,Liam,Email,2025-01-16,2025-01-18 00:00:00,2025-01-16 21:00:00,Closed,21.0,0,Please help me understand what happened.,3
TKT-01580,CUST-1265,Shipping,Subscription Cancellation,High,Mia,Web Form,2025-11-23,2025-11-24 00:00:00,2025-11-23 13:00:00,Closed,13.0,2,I am having an issue and need assistance.,3
TKT-01581,CUST-1266,Account Management,Refund Delay,Medium,Ava,Email,2025-05-31,2025-06-02 00:00:00,2025-06-01 06:00:00,Escalated,30.0,0,Please help me understand what happened.,3
TKT-01582,CUST-1007,Billing,Product Question,High,Noah,Email,2025-01-02,2025-01-03 00:00:00,2025-01-04 02:00:00,Escalated,50.0,2,The support team has been helpful so far.,4
TKT-01583,CUST-1548,Account Management,Payment Failure,Low,Noah,Email,2025-06-29,2025-07-02 00:00:00,2025-06-30 08:00:00,Closed,32.0,0,I am having an issue and need assistance.,3
TKT-01584,CUST-1619,Shipping,Product Question,Medium,Mia,Chat,2025-07-03,2025-07-05 00:00:00,2025-07-04 22:00:00,Closed,46.0,0,I am tired of waiting for a response.,2
TKT-01585,CUST-1543,Billing,Account Verification,Medium,Noah,Email,2025-05-07,2025-05-09 00:00:00,2025-05-08 15:00:00,Escalated,39.0,4,This is very frustrating and I need this fixed immediately.,3
TKT-01586,CUST-1871,Product Support,Late Delivery,High,Ava,Web Form,2025-05-29,2025-05-30 00:00:00,2025-05-30 11:00:00,Closed,35.0,1,Can you check the status of my request?,3
TKT-01587,CUST-1268,Billing,Refund Delay,High,Noah,Phone,2025-12-31,2026-01-01 00:00:00,,Open,,0,I have contacted support multiple times and nobody has helped me.,3
TKT-01588,CUST-1023,Shipping,Product Question,Medium,Ethan,Phone,2025-11-18,2025-11-20 00:00:00,2025-11-21 06:00:00,Closed,78.0,1,I would like an update on my ticket.,3
TKT-01589,CUST-1953,Account Management,Account Verification,High,Ethan,Email,2025-12-11,2025-12-12 00:00:00,2025-12-13 20:00:00,Closed,68.0,0,Please help me understand what happened.,4
TKT-01590,CUST-1191,Technical Support,Payment Failure,Medium,Ava,Phone,2025-06-19,2025-06-21 00:00:00,2025-06-21 16:00:00,Closed,64.0,0,I want to cancel if this is not resolved today.,2
TKT-01591,CUST-1339,Product Support,Refund Delay,High,Sarah,Email,2025-12-20,2025-12-21 00:00:00,,Open,,0,I need help with my account.,4
TKT-01592,CUST-1679,Account Management,Product Question,Low,Ethan,Phone,2025-07-10,2025-07-13 00:00:00,2025-07-12 20:00:00,Closed,68.0,0,The support team has been helpful so far.,5
TKT-01593,CUST-1302,Product Support,Login Issue,Medium,Ava,Chat,2025-07-03,2025-07-05 00:00:00,2025-07-03 10:00:00,Closed,10.0,2,Can you check the status of my request?,4
TKT-01594,CUST-1524,Shipping,Subscription Cancellation,Medium,Ethan,Chat,2025-06-15,2025-06-17 00:00:00,2025-06-18 04:00:00,Closed,76.0,0,Can you check the status of my request?,4
TKT-01595,CUST-1866,Billing,Refund Delay,Medium,Ethan,Chat,2025-06-07,2025-06-09 00:00:00,2025-06-11 05:00:00,Closed,101.0,0,Please help me understand what happened.,4
TKT-01596,CUST-1691,Product Support,Refund Delay,Medium,Ethan,Web Form,2025-01-08,2025-01-10 00:00:00,2025-01-10 17:00:00,Closed,65.0,5,Can you check the status of my request?,4
TKT-01597,CUST-1445,Product Support,Subscription Cancellation,Medium,Liam,Email,2025-06-14,2025-06-16 00:00:00,2025-06-15 01:00:00,Closed,25.0,0,This is very frustrating and I need this fixed immediately.,3
TKT-01598,CUST-1475,Account Management,Late Delivery,High,Noah,Web Form,2025-03-22,2025-03-23 00:00:00,2025-03-22 22:00:00,Closed,22.0,2,Thanks for helping me with this issue.,5
TKT-01599,CUST-1839,Product Support,Late Delivery,High,David,Chat,2025-10-30,2025-10-31 00:00:00,2025-10-31 04:00:00,Closed,28.0,5,The support team has been helpful so far.,4
TKT-01600,CUST-1428,Shipping,Refund Delay,Critical,Noah,Chat,2025-10-28,2025-10-28 08:00:00,,Open,,2,The support team has been helpful so far.,4
TKT-01601,CUST-1440,Billing,Refund Delay,Low,Liam,Chat,2025-04-19,2025-04-22 00:00:00,2025-04-22 20:00:00,Closed,92.0,0,Thank you for the update.,5
TKT-01602,CUST-1232,Billing,Payment Failure,Low,David,Web Form,2025-12-13,2025-12-16 00:00:00,2025-12-15 14:00:00,Closed,62.0,1,The issue was handled well.,4
TKT-01603,CUST-1296,Billing,Subscription Cancellation,High,David,Chat,2025-03-11,2025-03-12 00:00:00,2025-03-12 22:00:00,Escalated,46.0,1,I appreciate the quick response.,5
TKT-01604,CUST-1462,Account Management,Subscription Cancellation,High,Ethan,Email,2025-03-02,2025-03-03 00:00:00,2025-03-04 04:00:00,Closed,52.0,1,I have contacted support multiple times and nobody has helped me.,3
TKT-01605,CUST-1567,Account Management,Payment Failure,Critical,Sarah,Phone,2025-01-30,2025-01-30 08:00:00,2025-01-31 08:00:00,Closed,32.0,2,Thanks for helping me with this issue.,4
TKT-01606,CUST-1395,Billing,Bug Report,Medium,Ava,Web Form,2025-12-06,2025-12-08 00:00:00,2025-12-07 12:00:00,Closed,36.0,0,Please help me understand what happened.,3
TKT-01607,CUST-1529,Account Management,Payment Failure,Low,Liam,Chat,2025-03-19,2025-03-22 00:00:00,2025-03-20 13:00:00,Closed,37.0,0,This issue is affecting my work and I am unhappy.,3
TKT-01608,CUST-1791,Shipping,Bug Report,Medium,Ethan,Email,2025-02-12,2025-02-14 00:00:00,2025-02-13 17:00:00,Closed,41.0,0,This issue is affecting my work and I am unhappy.,2
TKT-01609,CUST-1264,Technical Support,Late Delivery,High,Noah,Chat,2025-03-15,2025-03-16 00:00:00,2025-03-16 18:00:00,Closed,42.0,0,I want to cancel if this is not resolved today.,3
TKT-01610,CUST-1834,Billing,Product Question,Medium,Liam,Web Form,2025-07-31,2025-08-02 00:00:00,2025-08-03 18:00:00,Escalated,90.0,0,I appreciate the quick response.,4
TKT-01611,CUST-1323,Account Management,Bug Report,Low,Sarah,Web Form,2025-05-30,2025-06-02 00:00:00,,Open,,0,The support team has been helpful so far.,5
TKT-01612,CUST-1602,Shipping,Account Verification,Critical,Liam,Web Form,2025-07-07,2025-07-07 08:00:00,2025-07-09 05:00:00,Closed,53.0,0,I would like an update on my ticket.,4
TKT-01613,CUST-1334,Account Management,Late Delivery,Low,Priya,Phone,2025-03-03,2025-03-06 00:00:00,2025-03-03 14:00:00,Closed,14.0,4,I would like an update on my ticket.,4
TKT-01614,CUST-1628,Account Management,Bug Report,High,Mia,Email,2025-08-04,2025-08-05 00:00:00,2025-08-07 18:00:00,Closed,90.0,1,I am having an issue and need assistance.,3
TKT-01615,CUST-1299,Account Management,Account Verification,Medium,Priya,Chat,2025-02-07,2025-02-09 00:00:00,,Open,,0,The support team has been helpful so far.,4
TKT-01616,CUST-1024,Account Management,Product Question,Medium,Ava,Phone,2025-06-26,2025-06-28 00:00:00,2025-06-29 08:00:00,Closed,80.0,3,I need help with my account.,4
TKT-01617,CUST-1715,Technical Support,Account Verification,Medium,Mia,Email,2025-05-30,2025-06-01 00:00:00,2025-06-04 02:00:00,Closed,122.0,1,I have contacted support multiple times and nobody has helped me.,3
TKT-01618,CUST-1205,Shipping,Bug Report,Low,Sarah,Web Form,2025-07-24,2025-07-27 00:00:00,2025-07-27 17:00:00,Closed,89.0,1,I want to cancel if this is not resolved today.,2
TKT-01619,CUST-1209,Billing,Login Issue,Low,Mia,Chat,2025-01-14,2025-01-17 00:00:00,2025-01-15 06:00:00,Closed,30.0,2,I want to cancel if this is not resolved today.,1
TKT-01620,CUST-1872,Technical Support,Payment Failure,High,Sarah,Email,2025-09-18,2025-09-19 00:00:00,,Open,,1,Please help me understand what happened.,3
TKT-01621,CUST-1887,Shipping,Subscription Cancellation,Medium,Priya,Web Form,2025-11-03,2025-11-05 00:00:00,2025-11-03 11:00:00,Escalated,11.0,0,I have contacted support multiple times and nobody has helped me.,1
TKT-01622,CUST-1805,Technical Support,Late Delivery,Medium,David,Email,2025-10-16,2025-10-18 00:00:00,2025-10-18 13:00:00,Closed,61.0,0,Please help me understand what happened.,4
